swimmer,team,gender,class_yr,points,season
"Palli, Taran",Macalester,Male,SO,583.8,2023-2024
"Pryzby, Brian",Macalester,Male,SR,460.5,2023-2024
"Schroeder, Adam D",Macalester,Male,JR,528.35,2023-2024
"Simpson, Peter J",Macalester,Male,FR,422.35,2023-2024
"St. John, William A",Macalester,Male,SO,608.4,2023-2024
"Villarama, Ramier S",Macalester,Male,JR,415.1,2023-2024
"Batsaikhan, Munkh-Enkh E",Macalester,Female,JR,445.05,2023-2024
"Capecci, Isabel V",Macalester,Female,SR,451.1,2023-2024
"Chapon, Caroline A",Macalester,Female,JR,565.4,2023-2024
"Chopskie, Megan",Macalester,Female,FR,526,2023-2024
"Cox-Faxon, Izabel",Macalester,Female,JR,433.35,2023-2024
"Devitt, Anne N",Macalester,Female,FR,322.55,2023-2024
"Farrer, Alyson C",Macalester,Female,SO,420.5,2023-2024
"Green, Sonya C",Macalester,Female,JR,451.7,2023-2024
"Henry, Emma L",Macalester,Female,SO,604,2023-2024
"Johnson, Olivia L",Macalester,Female,JR,488.85,2023-2024
"Koelbel, Danielle K",Macalester,Female,FR,384.01,2023-2024
"Lanz, Nadia G",Macalester,Female,SO,551.55,2023-2024
"Malone, Adelyn",Macalester,Female,FR,452.55,2023-2024
"Marcotullio, Isabella X",Macalester,Female,SO,440.8,2023-2024
"Merkadeau, Olga",Macalester,Female,JR,575.1,2023-2024
"Nilson, Melina",Macalester,Female,JR,348.67,2023-2024
"Parker, Eleanor E",Macalester,Female,JR,475.1,2023-2024
"Petrin, Eleanor",Macalester,Female,JR,671.1,2023-2024
"Pollock, Natalie E",Macalester,Female,JR,572.8,2023-2024
"Radke, Jocelyn A",Macalester,Female,SR,654.8,2023-2024
"Schmit, Skye E",Macalester,Female,SO,662,2023-2024
"Stretanski, Claire",Macalester,Female,FR,487.1,2023-2024
"Tilzer, Nicole E",Macalester,Female,FR,457,2023-2024
"Uhlhorn-Thornton, Isabella",Macalester,Female,SO,629.15,2023-2024
"Williams, Laura A",Macalester,Female,FR,470.7,2023-2024
"Wray-Raabolle, Verity C",Macalester,Female,JR,611.15,2023-2024
"Zurn, Hannah A",Macalester,Female,SO,580.3,2023-2024
"Bradley, Shea E",Saint Kate's,Female,FR,554.6,2023-2024
"Chandler, Natalie J",Saint Kate's,Female,SO,552.5,2023-2024
"Chikowero, Maka",Saint Kate's,Female,SO,416.2,2023-2024
"Cook, Clare",Saint Kate's,Female,FR,425.95,2023-2024
"Dombroski, Jillian",Saint Kate's,Female,JR,562.9,2023-2024
"Friedrich, Samantha M",Saint Kate's,Female,SR,594.3,2023-2024
"Grotbo, Jordyn E",Saint Kate's,Female,FR,581.5,2023-2024
"Hacker, Ava J",Saint Kate's,Female,FR,529.35,2023-2024
"Halverson, Brooke",Saint Kate's,Female,FR,439.4,2023-2024
"Harvey, Nicolette K",Saint Kate's,Female,SO,498.75,2023-2024
"Hermansen, Sierra G",Saint Kate's,Female,SO,516.35,2023-2024
"Hochstetler, Ella G",Saint Kate's,Female,SO,630,2023-2024
"Hocking, Amelia S",Saint Kate's,Female,JR,495.65,2023-2024
"Johnson, Charlotte R",Saint Kate's,Female,FR,435.65,2023-2024
"Marthaler, Mackenzie L",Saint Kate's,Female,SO,399.35,2023-2024
"Mckeon, Eloise M",Saint Kate's,Female,FR,425.05,2023-2024
"Morris, Mary T",Saint Kate's,Female,FR,560,2023-2024
"Pollard, Richanta C",Saint Kate's,Female,FR,421.75,2023-2024
"Svendsen, Emma K",Saint Kate's,Female,JR,655,2023-2024
"van Oosterom, Anneke B",Saint Kate's,Female,SR,567.15,2023-2024
"Weil, Olivia F",Saint Kate's,Female,SO,572.3,2023-2024
"Anderson, Samuel J",SJU/CSB,Male,SR,438.15,2023-2024
"Arntson, Maximillion D",SJU/CSB,Male,FR,434.95,2023-2024
"Avent, Elijah K",SJU/CSB,Male,FR,457.45,2023-2024
"Close, Brennan W",SJU/CSB,Male,FR,476.05,2023-2024
"Davies, Jack",SJU/CSB,Male,FR,521.3,2023-2024
"Edwards, Benjamin J",SJU/CSB,Male,FR,435.4,2023-2024
"Edwards, Samuel L",SJU/CSB,Male,SO,486.45,2023-2024
"Flores, Luis A",SJU/CSB,Male,FR,508.05,2023-2024
"Fuller, Joseph C",SJU/CSB,Male,SO,435.55,2023-2024
"Heer, Alex G",SJU/CSB,Male,SR,516.2,2023-2024
"Kern, Colby N",SJU/CSB,Male,JR,618.65,2023-2024
"King, Alex M",SJU/CSB,Male,FR,590,2023-2024
"Larson, Carter S",SJU/CSB,Male,JR,673.4,2023-2024
"Megaw, Clay W",SJU/CSB,Male,SO,645.6,2023-2024
"Noble, Liam T",SJU/CSB,Male,JR,606.7,2023-2024
"Nyangamoi, Simon L",SJU/CSB,Male,FR,523.8,2023-2024
"O'Donnel, Brogan P",SJU/CSB,Male,SR,541.7,2023-2024
"Philion, Langston R",SJU/CSB,Male,JR,548.85,2023-2024
"Reuter, Carsten D",SJU/CSB,Male,SO,582.4,2023-2024
"Rios, Rafael",SJU/CSB,Male,SR,525.75,2023-2024
"Roggeman, Andrew M",SJU/CSB,Male,SO,470.5,2023-2024
"Ruoff, Zac J",SJU/CSB,Male,JR,537.8,2023-2024
"Scanlon, Parker O",SJU/CSB,Male,SR,583,2023-2024
"Schreifels, Cameron J",SJU/CSB,Male,SO,462.5,2023-2024
"Siyad, Sakariye A",SJU/CSB,Male,SR,378.3,2023-2024
"Slavik, Brayden J",SJU/CSB,Male,SO,725.7,2023-2024
"Spangler, Scott C",SJU/CSB,Male,SR,435.1,2023-2024
"Teeter, Travis L",SJU/CSB,Male,SR,502.5,2023-2024
"Thayer, Connor M",SJU/CSB,Male,JR,611.3,2023-2024
"Tschida, Jake E",SJU/CSB,Male,JR,497.8,2023-2024
"West, Jack P",SJU/CSB,Male,JR,491.4,2023-2024
"Ahlquist, Maddy L",SJU/CSB,Female,SO,314.4,2023-2024
"Alholm, Jayda",SJU/CSB,Female,FR,442.95,2023-2024
"Bartels, Megan J",SJU/CSB,Female,SO,529.35,2023-2024
"Boomgaarden, Anna G",SJU/CSB,Female,FR,412.4,2023-2024
"Canfield, Claire A",SJU/CSB,Female,FR,565.7,2023-2024
"Gustin, Sydney A",SJU/CSB,Female,FR,471.8,2023-2024
"Hansen, Elizabeth G",SJU/CSB,Female,SO,507.6,2023-2024
"Haskamp, Mikayla L",SJU/CSB,Female,SO,543.65,2023-2024
"Jackson, Josephine M",SJU/CSB,Female,FR,477.35,2023-2024
"Jennings, Laura",SJU/CSB,Female,SR,523.75,2023-2024
"Larson, Jocie",SJU/CSB,Female,SR,520,2023-2024
"Mechels, Kate",SJU/CSB,Female,SR,361.25,2023-2024
"Morris, Mary T",SJU/CSB,Female,FR,585.9,2023-2024
"Neely, Emma R",SJU/CSB,Female,FR,434.85,2023-2024
"Oswald, Emily K",SJU/CSB,Female,FR,400.15,2023-2024
"Schlueter, Rachel V",SJU/CSB,Female,SO,587.75,2023-2024
"Sitzman, Lauren M",SJU/CSB,Female,SO,529.9,2023-2024
"Smutka, Lindsay M",SJU/CSB,Female,SR,586.5,2023-2024
"Stout, Morgan M",SJU/CSB,Female,SO,492.7,2023-2024
"Tatge, Hannah",SJU/CSB,Female,SR,508.49,2023-2024
"Vicker, Emma",SJU/CSB,Female,SR,396.4,2023-2024
"Wagner, Emi",SJU/CSB,Female,SR,610,2023-2024
"Bloedow, Daniel R",Saint Olaf,Male,SR,585.7,2023-2024
"Chant, Jaden",Saint Olaf,Male,SR,623.45,2023-2024
"Erickson, Jeremiah J",Saint Olaf,Male,FR,328.45,2023-2024
"Giddings, Beau D",Saint Olaf,Male,SO,515.4,2023-2024
"Griffey-Byram, Leo",Saint Olaf,Male,SO,320.45,2023-2024
"Gusdal, Benjamin H",Saint Olaf,Male,JR,520,2023-2024
"Hauck, Marcus",Saint Olaf,Male,SR,597.1,2023-2024
"Kimmel, Miles A",Saint Olaf,Male,SO,423.75,2023-2024
"Miller, Travis",Saint Olaf,Male,SR,386.9,2023-2024
"Nevins, Avery H",Saint Olaf,Male,JR,495.4,2023-2024
"Ravndal, Grant",Saint Olaf,Male,SO,482.95,2023-2024
"Starcevich, Nick R",Saint Olaf,Male,SO,649.85,2023-2024
"Turner, Michael R",Saint Olaf,Male,SR,395.6,2023-2024
"Wallace, William M",Saint Olaf,Male,SO,622.5,2023-2024
"Yung, Aiden G",Saint Olaf,Male,SO,564.8,2023-2024
"CUCCHIARO, ALEXANDRA M",Saint Olaf,Female,JR,502.22,2023-2024
"Fairbanks, Karoline A",Saint Olaf,Female,JR,334.85,2023-2024
"Hauck, Tatum",Saint Olaf,Female,SR,616.4,2023-2024
"Heim, Theron H",Saint Olaf,Female,FR,399.6,2023-2024
"Hopewell, Olivia",Saint Olaf,Female,SO,473.2,2023-2024
"Huber, Kayli",Saint Olaf,Female,SR,439.25,2023-2024
"Johnson, Mara R",Saint Olaf,Female,SR,427.7,2023-2024
"Kallop, Ava P",Saint Olaf,Female,SO,467.1,2023-2024
"Krueger-Barth, Rowan",Saint Olaf,Female,SO,508.9,2023-2024
"Murphy, Charlotte I",Saint Olaf,Female,FR,495.4,2023-2024
"Narveson, Christina",Saint Olaf,Female,SR,452.55,2023-2024
"Olson, Rachael",Saint Olaf,Female,SO,426,2023-2024
"Porrata, Elena L",Saint Olaf,Female,SO,545.65,2023-2024
"Roberts, Zoe R",Saint Olaf,Female,SO,340.8,2023-2024
"Schmidt, Della J",Saint Olaf,Female,FR,421.25,2023-2024
"Schmitzer, Alana E",Saint Olaf,Female,FR,567.1,2023-2024
"Steenblock, Paige G",Saint Olaf,Female,SO,596,2023-2024
"Stumpf, Rachel G",Saint Olaf,Female,SR,549.9,2023-2024
"Sylvester, Samantha M",Saint Olaf,Female,FR,557.35,2023-2024
"Thomson, Charlotte M",Saint Olaf,Female,SR,576.9,2023-2024
"Varley, Ellen",Saint Olaf,Female,JR,567.8,2023-2024
"Wilcox, Alison R",Saint Olaf,Female,SR,440.45,2023-2024
"Banse, Aaron C",Carleton,Male,SR,408.2,2024-2025
"Chang, Nicholas J",Carleton,Male,JR,582.35,2024-2025
"Chen, Xingzhe",Carleton,Male,FR,508.4,2024-2025
"Clausman, William M",Carleton,Male,JR,545.9,2024-2025
"Eldridge, Collin C",Carleton,Male,SR,547.45,2024-2025
"Hill, Theodore D",Carleton,Male,SO,463.4,2024-2025
"Jalili, Aidan A",Carleton,Male,SR,527.65,2024-2025
"Johnson, Aiden J",Carleton,Male,SO,528.4,2024-2025
"Kong, Jeffrey",Carleton,Male,JR,577.35,2024-2025
"Kozak, Warren",Carleton,Male,SO,585.9,2024-2025
"Krogman, Matthew D",Carleton,Male,SO,603.45,2024-2025
"Lee, Alexander",Carleton,Male,SO,552.1,2024-2025
"Lee, Noah Zameer",Carleton,Male,SO,525.15,2024-2025
"Maring, Christopher T",Carleton,Male,SR,491.4,2024-2025
"Petricka, Leif A",Carleton,Male,FR,591.3,2024-2025
"Rankin, Jackson J",Carleton,Male,SO,614.55,2024-2025
"Rose, Gabriel",Carleton,Male,FR,459.7,2024-2025
"Rosseel, John G",Carleton,Male,SO,556.95,2024-2025
"Serota, Maxwell B",Carleton,Male,SR,482.7,2024-2025
"Smith, Sean E",Carleton,Male,SR,568.15,2024-2025
"Tan, William S",Carleton,Male,SO,438.1,2024-2025
"Tun, Ethan",Carleton,Male,SR,621.95,2024-2025
"Wonacott, Rhys P",Carleton,Male,SR,363.45,2024-2025
"Zhang, Nathan",Carleton,Male,SO,549.75,2024-2025
"Zhao, Aaron",Carleton,Male,FR,484.5,2024-2025
"Andersen, Chelsea",Carleton,Female,FR,599.7,2024-2025
"Ashland, Bryn",Carleton,Female,SO,571.95,2024-2025
"Baranov, Stephanie V",Carleton,Female,JR,594.15,2024-2025
"Crampton, Caroline H",Carleton,Female,SR,542.7,2024-2025
"Drummond, Jenna D",Carleton,Female,SR,529.5,2024-2025
"Fields, Clara D",Carleton,Female,SO,325.5,2024-2025
"Grogan, Ella A",Carleton,Female,FR,532.7,2024-2025
"Hebard, Eleanor J",Carleton,Female,JR,477.82,2024-2025
"Heintz, Gretchen J",Carleton,Female,FR,420.45,2024-2025
"Hofmann, Clara M",Carleton,Female,FR,469.05,2024-2025
"Hou, Grace J",Carleton,Female,SO,599.75,2024-2025
"Johnson, Lily R",Carleton,Female,SO,501.5,2024-2025
"Kalb-Bourke, Susannah",Carleton,Female,SO,385.2,2024-2025
"Lamberts, Clara L",Carleton,Female,FR,381.65,2024-2025
"Marks, Abigail R",Carleton,Female,SR,458.05,2024-2025
"Martin del Campo, Lulu R",Carleton,Female,FR,413.46,2024-2025
"Morton, Zoe",Carleton,Female,JR,562.4,2024-2025
"Nagpal, Jivana",Carleton,Female,SR,393.85,2024-2025
"Riley, Isabelle C",Carleton,Female,SR,520.05,2024-2025
"Roh, Ava",Carleton,Female,SO,463.35,2024-2025
"SACHS, AVIVA T",Carleton,Female,JR,393.65,2024-2025
"Shaker, Ava",Carleton,Female,SO,475.7,2024-2025
"Soillis, Lillian M",Carleton,Female,FR,512.55,2024-2025
"Taraday, Lola S",Carleton,Female,JR,456.5,2024-2025
"Trackman, Alison J",Carleton,Female,JR,423.45,2024-2025
"Tran, Aubrey M",Carleton,Female,SO,478,2024-2025
"Tucker, Daya V",Carleton,Female,SO,544.65,2024-2025
"Wong, Lily S",Carleton,Female,JR,518.8,2024-2025
"Wootten, Nora",Carleton,Female,SO,534.55,2024-2025
"Yao, Emma",Carleton,Female,SO,576.15,2024-2025
"Barlage, Madelyn",Concordia-Moorhead,Female,JR,339.15,2024-2025
"Bringle, Rachel",Concordia-Moorhead,Female,SR,334.3,2024-2025
"Enedy, Leah",Concordia-Moorhead,Female,FR,495.5,2024-2025
"Imholte, Haley",Concordia-Moorhead,Female,SR,365.75,2024-2025
"Jaeger, Hailey C",Concordia-Moorhead,Female,SR,526.2,2024-2025
"Metsala, Callie A",Concordia-Moorhead,Female,SO,588.15,2024-2025
"Moore, Christina J",Concordia-Moorhead,Female,JR,346.25,2024-2025
"Porter, Tinsley",Concordia-Moorhead,Female,JR,408.9,2024-2025
"Zwiefelhofer, Estella",Concordia-Moorhead,Female,FR,310.1,2024-2025
"Braley, Logan",Gustavus,Male,JR,616.8,2024-2025
"Carlson, Aiden C",Gustavus,Male,SO,668.85,2024-2025
"Cheema, Nihal S",Gustavus,Male,FR,416,2024-2025
"Christoferson, Jack E",Gustavus,Male,JR,527.55,2024-2025
"Collins, Brendan M",Gustavus,Male,SO,609.85,2024-2025
"Cordano, Jonathan",Gustavus,Male,SR,602.85,2024-2025
"Cote, Mason J",Gustavus,Male,FR,571.25,2024-2025
"Cyr, Logan J",Gustavus,Male,SO,623.65,2024-2025
"Friedrichs, James J",Gustavus,Male,FR,421.6,2024-2025
"Gustafson, Finley",Gustavus,Male,FR,567.45,2024-2025
"Hemstad, Trygg D",Gustavus,Male,SO,374.05,2024-2025
"Hill, Nyden F",Gustavus,Male,SR,686.1,2024-2025
"Johnson, Alex",Gustavus,Male,SR,498.2,2024-2025
"Kauffman, Tyler",Gustavus,Male,SO,513.2,2024-2025
"Kell, Benjamin T",Gustavus,Male,SO,577.2,2024-2025
"Lillejord, Matthew T",Gustavus,Male,SO,598.75,2024-2025
"McCormick, Colin R",Gustavus,Male,FR,479.9,2024-2025
"Mellum, Leo R",Gustavus,Male,FR,445.45,2024-2025
"Metzger, Jacob J",Gustavus,Male,SR,528.55,2024-2025
"Moran, John",Gustavus,Male,JR,402.45,2024-2025
"Myers, Fred",Gustavus,Male,FR,564.95,2024-2025
"Nguyen, Marcus V",Gustavus,Male,SR,476.05,2024-2025
"Ohrtman, Jonah A",Gustavus,Male,FR,589.35,2024-2025
"Reilly, Jack C",Gustavus,Male,FR,495.3,2024-2025
"Ricker, Joseph",Gustavus,Male,SR,496.8,2024-2025
"Ripken, Braden L",Gustavus,Male,SO,737.1,2024-2025
"Robischon, Jacob",Gustavus,Male,FR,622.7,2024-2025
"Rowan, Jonathan R",Gustavus,Male,SO,371.7,2024-2025
"Sarkinen, Cole T",Gustavus,Male,SO,406.6,2024-2025
"Sarkinen, Will A",Gustavus,Male,JR,549.4,2024-2025
"Shermak, Aiden R",Gustavus,Male,SO,617.45,2024-2025
"Smith, Henry M",Gustavus,Male,FR,409.35,2024-2025
"Solensky, Theodore H",Gustavus,Male,SO,567.6,2024-2025
"Vaupel, Landon D",Gustavus,Male,SO,630.25,2024-2025
"Verwest, Matthew L",Gustavus,Male,FR,503.3,2024-2025
"Wangsness, Luke",Gustavus,Male,SO,415.4,2024-2025
"Wilcek, Brandon P",Gustavus,Male,JR,678.25,2024-2025
"Amundson, Alexa I",Gustavus,Female,FR,429,2024-2025
"Anderson Moye, Stella V",Gustavus,Female,SO,593,2024-2025
"Anderson, Emily",Gustavus,Female,FR,399.9,2024-2025
"Arp, Abby",Gustavus,Female,SR,448.2,2024-2025
"Artley, Elisabeth J",Gustavus,Female,SR,500.3,2024-2025
"Baar, Michaela B",Gustavus,Female,FR,431.5,2024-2025
"Bader, Ursula I",Gustavus,Female,SR,478.75,2024-2025
"Bjorklund, Callie S",Gustavus,Female,FR,448.7,2024-2025
"Cooper, Eloise R",Gustavus,Female,FR,548.55,2024-2025
"Coppersmith, Kendall M",Gustavus,Female,SO,545.45,2024-2025
"DeSotel, Caelyn R",Gustavus,Female,FR,340.3,2024-2025
"Fackler, Geneva L",Gustavus,Female,FR,645.75,2024-2025
"Fisher, Nola",Gustavus,Female,SO,558.3,2024-2025
"Gatti, Teresa D",Gustavus,Female,FR,545.1,2024-2025
"Isaacson, Marit K",Gustavus,Female,SR,641.85,2024-2025
"Johnson, Ellie M",Gustavus,Female,JR,477.2,2024-2025
"jones, greer b",Gustavus,Female,FR,500.15,2024-2025
"Koeneman, Olivia J",Gustavus,Female,SO,544.9,2024-2025
"Krause, Sommer E",Gustavus,Female,FR,547.1,2024-2025
"Lozinski, Libby",Gustavus,Female,JR,482.95,2024-2025
"McFarlane, Ellen",Gustavus,Female,FR,411.9,2024-2025
"Oian Vust, Regan C",Gustavus,Female,SO,409.65,2024-2025
"Olson, Samantha M",Gustavus,Female,SO,434.55,2024-2025
"Otto, Caitlyn T",Gustavus,Female,FR,575.65,2024-2025
"Prowse, Sydney J",Gustavus,Female,SR,511.95,2024-2025
"Reinsmoen, Linnea M",Gustavus,Female,FR,577.75,2024-2025
"Rooney, McKenna R",Gustavus,Female,JR,351.8,2024-2025
"Scheeler, Olivia R",Gustavus,Female,SO,531.55,2024-2025
"Schilling, Madeleine R",Gustavus,Female,FR,353.55,2024-2025
"Siers, Katelyn J",Gustavus,Female,FR,594.3,2024-2025
"Sprow, Reese E",Gustavus,Female,SR,457.1,2024-2025
"Sundby, Lindsay R",Gustavus,Female,JR,583.15,2024-2025
"Symreng, Felicia L",Gustavus,Female,SO,525.45,2024-2025
"Thiss, Nora M",Gustavus,Female,SO,422.95,2024-2025
"Thomas, Kassidy M",Gustavus,Female,JR,422.85,2024-2025
"Thomson, Megan",Gustavus,Female,JR,478.75,2024-2025
"Trifilette Simons, Mia B",Gustavus,Female,FR,546.95,2024-2025
"Van Den Heuvel, Bella A",Gustavus,Female,SR,485.6,2024-2025
"Villa, Samantha R",Gustavus,Female,FR,504,2024-2025
"Wagner, Grace A",Gustavus,Female,JR,477.05,2024-2025
"Wartner, Hadley A",Gustavus,Female,SO,551.1,2024-2025
"Witte, Madison L",Gustavus,Female,SO,531.05,2024-2025
"Witte, Mikayla R",Gustavus,Female,SR,539.55,2024-2025
"Wunschel, Autumn M",Gustavus,Female,FR,394.6,2024-2025
"Zebell, Laura",Gustavus,Female,SO,415.1,2024-2025
"Ziegler, Madeline G",Gustavus,Female,SR,515.75,2024-2025
"DeClue, Andy",Hamline,Male,FR,414.7,2024-2025
"Poeschel, Evan",Hamline,Male,JR,257.45,2024-2025
"Popa, Tristan T",Hamline,Male,FR,390.7,2024-2025
"Poscher, Nelson-Manfred M",Hamline,Male,FR,435.65,2024-2025
"Purrington, Dylan P",Hamline,Male,SR,595.25,2024-2025
"Shaffer, Augustus P",Hamline,Male,FR,440.4,2024-2025
"Dawson, Coretta",Hamline,Female,FR,393.45,2024-2025
"Frederick, Brooke M",Hamline,Female,JR,332.05,2024-2025
"Hegg, Makayla J",Hamline,Female,SR,300.05,2024-2025
"Morrison, Natalie R",Hamline,Female,FR,225.95,2024-2025
"Phillips, Nicole A",Hamline,Female,SR,435.2,2024-2025
"Puente Infante, Milla",Hamline,Female,JR,429.7,2024-2025
"Skaja, Samantha R",Hamline,Female,FR,431.75,2024-2025
"Sorenson-Wagner, Ellsa D",Hamline,Female,FR,476.55,2024-2025
"Stadheim, Isabella Q",Hamline,Female,JR,367.05,2024-2025
"Watson, Kate A",Hamline,Female,FR,261.16,2024-2025
"Yurttas, Sila",Hamline,Female,SR,557.35,2024-2025
"Allen, Boden J",Macalester,Male,FR,542.4,2024-2025
"Batsaikhan, Munkhbat C",Macalester,Male,SR,684.3,2024-2025
"Chen, Alec G",Macalester,Male,JR,502.8,2024-2025
"Chi, Devinn H",Macalester,Male,FR,320.35,2024-2025
"Desouza-Chen, Kynan",Macalester,Male,JR,446.7,2024-2025
"Glynn, John R",Macalester,Male,FR,422.4,2024-2025
"Haby, William K",Macalester,Male,SO,529,2024-2025
"Kisker, Isaac J",Macalester,Male,SR,569.25,2024-2025
"Lewin, Ben w",Macalester,Male,SR,474.95,2024-2025
"McNeff, Ryan D",Macalester,Male,SR,452.05,2024-2025
"Meretta, Casey S",Macalester,Male,JR,529.75,2024-2025
"Mickelborough, Ryan J",Macalester,Male,SO,518.45,2024-2025
"Moore, Thomas A",Macalester,Male,SO,631.6,2024-2025
"Overton, Tilghman E",Macalester,Male,FR,500.1,2024-2025
"PAJARILLAGA, Kean",Macalester,Male,FR,610.25,2024-2025
"Palli, Taran",Macalester,Male,JR,592.2,2024-2025
"Ray, Gunnar S",Macalester,Male,FR,374.35,2024-2025
"Schumacher, John B",Macalester,Male,FR,544.9,2024-2025
"Simpson, Peter J",Macalester,Male,SO,445.9,2024-2025
"St. John, William A",Macalester,Male,JR,611.25,2024-2025
"Taufen, Maxwell P",Macalester,Male,FR,600.45,2024-2025
"Thompson, Bode K",Macalester,Male,FR,539.3,2024-2025
"Villarama, Ramier S",Macalester,Male,SR,453.95,2024-2025
"Batsaikhan, Munkh-Enkh E",Macalester,Female,SR,464.35,2024-2025
"Chapon, Caroline A",Macalester,Female,SR,623.05,2024-2025
"Chopskie, Megan",Macalester,Female,SO,503.6,2024-2025
"Cox-Faxon, Izabel",Macalester,Female,SR,425.75,2024-2025
"Devitt, Anne N",Macalester,Female,SO,295.4,2024-2025
"Farrer, Alyson C",Macalester,Female,JR,403.5,2024-2025
"Goh, Julia K",Macalester,Female,FR,460.1,2024-2025
"Green, Sonya C",Macalester,Female,SR,437.85,2024-2025
"Henry, Emma L",Macalester,Female,JR,581.75,2024-2025
"Hensel, Annika L",Macalester,Female,FR,463.3,2024-2025
"Johnson, Olivia L",Macalester,Female,SR,543.5,2024-2025
"Koelbel, Danielle K",Macalester,Female,SO,398.3,2024-2025
"Lanz, Nadia G",Macalester,Female,JR,565.85,2024-2025
"Malone, Adelyn",Macalester,Female,SO,493.6,2024-2025
"Marcotullio, Isabella X",Macalester,Female,JR,430.95,2024-2025
"Martinson, Abbie",Macalester,Female,FR,429.45,2024-2025
"Merkadeau, Olga",Macalester,Female,SR,607.35,2024-2025
"Nilson, Melina",Macalester,Female,SR,428.1,2024-2025
"Nuckolls, Madeleine K",Macalester,Female,FR,592.15,2024-2025
"Parker, Eleanor E",Macalester,Female,SR,399.52,2024-2025
"Petrin, Eleanor",Macalester,Female,SR,511.8,2024-2025
"Pollock, Natalie E",Macalester,Female,SR,568,2024-2025
"Schmit, Skye E",Macalester,Female,JR,609.7,2024-2025
"Shields, Amalia A",Macalester,Female,FR,592.75,2024-2025
"Stretanski, Claire",Macalester,Female,SO,470.7,2024-2025
"Tellez, Maya E",Macalester,Female,FR,609.5,2024-2025
"Tilzer, Nicole E",Macalester,Female,SO,462.6,2024-2025
"Uhlhorn-Thornton, Isabella",Macalester,Female,JR,629.6,2024-2025
"Wolking, Carolyn H",Macalester,Female,FR,540.75,2024-2025
"Wray-Raabolle, Verity C",Macalester,Female,SR,645.3,2024-2025
"Wurtz, Anna I",Macalester,Female,FR,472.35,2024-2025
"Zurn, Hannah A",Macalester,Female,JR,565.65,2024-2025
"Bradley, Shea E",Saint Kate's,Female,SO,494,2024-2025
"Chandler, Natalie J",Saint Kate's,Female,JR,535.2,2024-2025
"Chikowero, Maka",Saint Kate's,Female,JR,387.3,2024-2025
"Cook, Clare",Saint Kate's,Female,SO,407.9,2024-2025
"Dombroski, Jillian",Saint Kate's,Female,SR,574.05,2024-2025
"Doom, Avery K",Saint Kate's,Female,FR,520.95,2024-2025
"Gilman, Elizabeth A",Saint Kate's,Female,FR,363.5,2024-2025
"Grotbo, Jordyn E",Saint Kate's,Female,SO,565.4,2024-2025
"Gupta, Mira R",Saint Kate's,Female,FR,453.4,2024-2025
"Hacker, Ava J",Saint Kate's,Female,SO,509.4,2024-2025
"Harvey, Nicolette K",Saint Kate's,Female,JR,553.7,2024-2025
"Hermansen, Sierra G",Saint Kate's,Female,JR,476.15,2024-2025
"Hochstetler, Ella G",Saint Kate's,Female,JR,615.35,2024-2025
"Hocking, Amelia S",Saint Kate's,Female,SR,411.7,2024-2025
"Johnson, Charlotte R",Saint Kate's,Female,SO,447.7,2024-2025
"Mckeon, Eloise M",Saint Kate's,Female,SO,422.95,2024-2025
"Pollard, Richanta C",Saint Kate's,Female,SO,404.3,2024-2025
"Svendsen, Emma K",Saint Kate's,Female,SR,618.8,2024-2025
"Walsh, Carys R",Saint Kate's,Female,FR,402.85,2024-2025
"Weil, Olivia F",Saint Kate's,Female,JR,612.05,2024-2025
"Arntson, Maximillion D",SJU/CSB,Male,SO,439.85,2024-2025
"Barton, Trevor C",SJU/CSB,Male,SO,580.35,2024-2025
"Close, Brennan W",SJU/CSB,Male,SO,479.8,2024-2025
"Edwards, Benjamin J",SJU/CSB,Male,SO,440.05,2024-2025
"Flores, Luis A",SJU/CSB,Male,SO,468.05,2024-2025
"Fuller, Joseph C",SJU/CSB,Male,JR,329.6,2024-2025
"Gaspard, Dylan P",SJU/CSB,Male,FR,361,2024-2025
"Hovda, Jackson D",SJU/CSB,Male,FR,522.4,2024-2025
"Jones, Jason A",SJU/CSB,Male,FR,558.6,2024-2025
"Kern, Colby N",SJU/CSB,Male,SR,634.75,2024-2025
"Krotzer, Nate O",SJU/CSB,Male,FR,384.55,2024-2025
"Larson, Carter S",SJU/CSB,Male,SR,705.4,2024-2025
"Megaw, Clay W",SJU/CSB,Male,JR,618.2,2024-2025
"Noble, Liam T",SJU/CSB,Male,SR,605.45,2024-2025
"Nyangamoi, Simon L",SJU/CSB,Male,SO,457.55,2024-2025
"Philion, Langston R",SJU/CSB,Male,SR,546.6,2024-2025
"Reuter, Carsten D",SJU/CSB,Male,JR,636.9,2024-2025
"Roggeman, Andrew M",SJU/CSB,Male,JR,474.45,2024-2025
"Ruoff, Zac J",SJU/CSB,Male,SR,535.14,2024-2025
"Schreifels, Cameron J",SJU/CSB,Male,JR,482.35,2024-2025
"Slavik, Brayden J",SJU/CSB,Male,JR,759.7,2024-2025
"Snyder, Hayden T",SJU/CSB,Male,FR,372.85,2024-2025
"Thayer, Connor M",SJU/CSB,Male,SR,592.25,2024-2025
"Tschida, Jake E",SJU/CSB,Male,SR,452,2024-2025
"West, Jack P",SJU/CSB,Male,SR,476.55,2024-2025
"Yerks, Riley B",SJU/CSB,Male,FR,464.8,2024-2025
